brand,model,year,mileage,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,avg_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,extras,interior_color,exterior_color,price
BMW,X3 sDrive28i,2016.0,84815.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,6.0,Black,Glacier Silver Metallic,19209
Mazda,CX-5 Grand Touring,2020.0,65547.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,10.0,Black,Deep Crystal Blue Mica,25550
Jeep,Wrangler Unlimited Sahara,2013.0,103693.0,3.6,5,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,5.0,Black,Billet Clearcoat Metallic,25500
Ford,Edge SEL,2017.0,46411.0,2.0,6,1.0,Gasoline,Four-wheel Drive,3.5,1.0,0.0,0.0,1.0,1.0,5.0,Ebony,Magnetic Metallic,19500
Toyota,Prius c One,2014.0,32501.0,1.5,CVT,1.0,Hybrid,Front-wheel Drive,3.5,0.0,0.0,0.0,0.0,0.0,2.0,Unknown,Black,14499
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2022.0,5747.0,2.0,8,1.0,Hybrid,Four-wheel Drive,5.5,0.0,1.0,1.0,0.0,1.0,10.0,Charcoal,Crystal White Metallic,45900
Honda,Accord Sport 1.5T,2020.0,29736.0,1.5,CVT,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,5.0,Black,Crystal Black Pearl,29997
Cadillac,XT5 Luxury,2020.0,21045.0,2.0,9,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,11.0,Jet Black,Radiant Silver Metallic,30000
Mazda,Mazda6 Sport,2018.0,55642.0,2.5,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,5.0,Black,Sonic Silver Metallic,19990
BMW,530 i xDrive,2021.0,60613.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,0.0,1.0,1.0,5.0,Black,Jet Black,37295
Mazda,Mazda3 FWD w/Select Package,2020.0,28414.0,2.5,6,1.0,Gasoline,Front-wheel Drive,4.0,1.0,0.0,0.0,0.0,1.0,9.0,Black,Snowflake White Pearl,24416
Porsche,911 Carrera S,2022.0,650.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,2.0,0.0,1.0,1.0,1.0,1.0,8.0,Gray,Gray,163900
Suzuki,Grand Vitara Premium,2012.0,111133.0,2.4,4,1.0,Gasoline,Four-wheel Drive,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Tan,White,6999
Audi,A6 45 Sport Premium,2021.0,6143.0,2.0,7,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Ibis White,40400
Audi,Q5 2.0T Prestige,2018.0,131766.0,2.0,7,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,1.0,1.0,12.0,Black,Manhattan Gray Metallic,22340
Ford,Expedition XLT,2017.0,72113.0,3.5,6,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Gray,29998
Mazda,Mazda5 Sport,2014.0,46975.0,2.5,5,1.0,Gasoline,Front-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,4.0,Black,Deep Crystal Blue Mica,14711
Hyundai,Tucson SEL,2020.0,32088.0,2.4,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,8.0,Beige,Sage Brown,24953
MINI,Clubman Cooper,2016.0,79445.0,1.5,6,0.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,5.0,Black,Red,12999
Hyundai,Santa Fe XRT,2022.0,6713.0,2.5,8,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,0.0,0.0,1.0,9.0,Black,Shimmering Silver,31337
Nissan,Rogue SV,2018.0,80579.0,2.5,CVT,0.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,10.0,Charcoal,Gun Metallic,18825
Chevrolet,Equinox 1LT,2012.0,132431.0,2.4,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,3.0,Jet Black,Blue,8999
Mitsubishi,Outlander Sport 2.4 GT,2019.0,50703.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,7.0,Black,Black,19995
Audi,Q3 2.0T Premium Plus,2016.0,72469.0,2.0,6,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,0.0,1.0,1.0,8.0,Black,Monsoon Gray Metallic,17995
Alfa,Romeo Stelvio Ti,2021.0,24225.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,7.0,Black,Montecarlo Blue Metallic,35490
Jaguar,F-PACE S P250 AWD Automatic,2023.0,3772.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,13.0,Ebony/Ebony/Ebony,Eiger Gray,59490
Porsche,Panamera E-Hybrid S,2015.0,72213.0,3.0,8,1.0,Hybrid,Rear-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,9.0,Black,Black,32990
MINI,Convertible Cooper S,2019.0,40668.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.5,1.0,0.0,1.0,1.0,1.0,7.0,Carbon Black,Pepper White,27000
Mazda,MX-5 Miata RF Grand Touring,2017.0,15200.0,2.0,6,0.0,Gasoline,Rear-wheel Drive,4.5,0.0,1.0,1.0,0.0,1.0,9.0,Beige,Red,28000
Mercedes-Benz,SL-Class SL 550,2013.0,38538.0,4.7,7,1.0,Gasoline,Rear-wheel Drive,3.5,1.0,0.0,1.0,1.0,1.0,6.0,Brown / Beige,White,40922
Lexus,RX 350 350,2017.0,54540.0,3.5,8,1.0,Gasoline,Four-wheel Drive,1.5,0.0,0.0,1.0,0.0,1.0,8.0,Black,Obsidian Black,35000
Volkswagen,Atlas 3.6L S,2019.0,65071.0,3.6,8,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,1.0,0.0,1.0,7.0,Titan Black,Platinum Gray Metallic,24000
Toyota,RAV4 XLE,2020.0,68247.0,2.5,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,0.0,0.0,1.0,8.0,Nutmeg,Silver,24700
Audi,A6 55 Premium Plus,2019.0,22190.0,3.0,7,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,6.0,Black,Florett Silver Metallic,39790
Mercedes-Benz,GLS 450 Base 4MATIC,2020.0,26223.0,3.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,11.0,Macchiato Beige,Iridium Silver Metallic,62950
Volvo,XC60 B6 R-Design,2022.0,8333.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,11.0,Charcoal,Onyx Black Metallic,52600
Maserati,GranTurismo Sport,2012.0,26844.0,4.7,6,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,0.0,0.0,1.0,6.0,Nero,Silver,43993
Mitsubishi,Outlander SEL Black Edition,2023.0,5147.0,2.5,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,11.0,Black,Diamond Red,37490
Land,Rover Range Rover Sport HSE,2013.0,90789.0,5.0,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,8.0,Almond / Nutmeg,Fuji White,18701
Porsche,Macan Base,2019.0,21548.0,2.0,7,1.0,Gasoline,Four-wheel Drive,2.0,1.0,1.0,1.0,1.0,1.0,10.0,Black,Black,48788
Maserati,Levante GranSport,2018.0,49668.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,10.0,Nero,Grigio Maratea Metallescent,37749
Hyundai,Veloster 2.0,2019.0,60442.0,2.0,6,1.0,Gasoline,Front-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,5.0,Black,Thunder Gray,19995
Mitsubishi,Outlander Sport 2.0 SP,2020.0,65076.0,2.0,Unknown,0.0,Unknown,Four-wheel Drive,2.5,1.0,1.0,0.0,0.0,1.0,6.0,Black,Black,20995
Volvo,XC90 T6 Inscription,2019.0,46789.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,12.0,Amber,Crystal White Pearl Metallic,43998
Jaguar,F-TYPE S,2016.0,46838.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,1.0,0.0,1.0,11.0,Jet,Ultimate Black,39950
Kia,Sorento LX,2022.0,17093.0,2.5,8,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,0.0,0.0,1.0,6.0,Black,Gray,32999
Mercedes-Benz,AMG S AMG S 63 4MATIC,2016.0,30013.0,5.5,7,1.0,Gasoline,Four-wheel Drive,4.5,1.0,0.0,1.0,1.0,1.0,8.0,Black,Black,70000
FIAT,500X Trekking Plus,2021.0,15950.0,1.3,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Amore Red Metallic,29262
Volkswagen,Touareg TDI Executive,2015.0,102650.0,3.0,8,1.0,Diesel,Four-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,6.0,Beige,White,21000
Porsche,Macan GTS,2022.0,8149.0,2.9,7,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,1.0,1.0,9.0,Black,Black,87500
FIAT,500 Sport,2012.0,113879.0,1.4,5,0.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,3.0,Black,Verde Oliva,6900
Volkswagen,Atlas Cross Sport 2.0T SE,2021.0,33091.0,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,0.0,1.0,0.0,2.0,Titan Black,Platinum Gray Metallic,31700
Alfa,Romeo Giulia Ti,2022.0,3571.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,8.0,Black,Alfa White,36500
Alfa,Romeo Giulia Ti,2018.0,64341.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,1.0,1.0,1.0,9.0,Black / Red,Alfa White,24494
Volvo,V60 Cross Country T5,2020.0,48376.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.5,0.0,0.0,1.0,1.0,1.0,10.0,Charcoal,Onyx Black Metallic,35981
Alfa,Romeo Giulia Base,2020.0,33106.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,11.0,Black,Montecarlo Blue Metallic,31994
Mazda,CX-50 2.5 S Preferred Plus Package,2023.0,7539.0,2.5,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,7.0,Black,Ingot Blue Metallic,32991
Jeep,Cherokee Latitude,2014.0,159870.0,3.2,9,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,6.0,Gray,Black,10975
Land,Rover Defender 110 X,2020.0,26711.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,10.0,Ebony,Santorini Black,78588
Nissan,350Z Touring,2007.0,82845.0,3.5,Automatic,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,2.0,Carbon,Blue,29000
Audi,A6 2.0T Premium quattro,2018.0,85232.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,1.0,0.0,1.0,1.0,1.0,8.0,Black,Mythos Black Metallic,21998
Mitsubishi,Outlander GT,2019.0,43751.0,3.0,6,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,9.0,Black,Pearl White,26496
Honda,Accord Hybrid Sport,2022.0,16215.0,2.0,CVT,1.0,Hybrid,Front-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,11.0,Black,Crystal Black Pearl,27999
Volvo,XC40 T5 R-Design,2020.0,19501.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,10.0,Charcoal,Thunder Gray Metallic,38595
FIAT,500 Abarth,2013.0,49831.0,1.4,5,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,5.0,Black,Rosso,12901
Mitsubishi,Eclipse Cross SE,2019.0,45212.0,1.5,CVT,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,7.0,Gray,Bronze Metallic,21000
Volkswagen,Taos 1.5T SE,2022.0,9274.0,1.5,7,1.0,Gasoline,Four-wheel Drive,6.0,0.0,Unknown,1.0,1.0,1.0,9.0,Black,Deep Black Pearl Effect,29991
Alfa,Romeo Stelvio Ti,2020.0,26335.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,1.0,1.0,1.0,7.0,Red / Black,Alfa White,33905
BMW,440 i xDrive,2020.0,14190.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,0.0,1.0,1.0,8.0,Black,Black Sapphire Metallic,46299
Jaguar,XE S,2020.0,46277.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,8.0,Ebony / Ebony,Santorini Black,28900
Kia,K5 GT-Line,2021.0,33755.0,1.6,8,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,9.0,Black,Wolf Gray,29691
Jaguar,XJ XJL Portfolio,2019.0,34653.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,9.0,Cashew / Truffle,Fuji White,53995
Volvo,V60 T6 R-Design Platinum,2015.0,170150.0,3.0,6,1.0,Gasoline,Four-wheel Drive,5.5,0.0,0.0,1.0,1.0,1.0,6.0,Off Black,Black Sapphire Metallic,12985
Maserati,Levante Trofeo,2022.0,13184.0,3.8,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,12.0,Red,Nero Ribelle Metallic,125990
Mazda,CX-50 2.5 S Premium Plus Package,2023.0,9280.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,10.0,Black,Machine Gray Metallic,36953
Jeep,Grand Cherokee Trailhawk,2019.0,52910.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,10.0,Ruby Red,Velvet Red Pearlcoat,35455
Cadillac,XT5 Sport,2022.0,10888.0,3.6,9,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,0.0,0.0,1.0,10.0,Jet Black,White,50999
Nissan,Frontier SV,2011.0,51255.0,4.0,5,1.0,Gasoline,Rear-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,1.0,Steel,Avalanche,18994
Hyundai,Elantra GT Base,2020.0,50843.0,2.0,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,1.0,0.0,0.0,1.0,7.0,Black,Gray,20998
Lexus,GX 460 Base,2020.0,31583.0,4.6,6,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,8.0,Rioja Red,Atomic Silver,45995
Porsche,911 Carrera,2017.0,15446.0,3.0,Manual,0.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,8.0,Black,Black,108888
Jaguar,F-TYPE S,2014.0,45484.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,0.0,0.0,1.0,7.0,Jet / Camel / Jet,Ultimate Black Metallic,30228
Chevrolet,Colorado LT,2020.0,60986.0,3.6,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,0.0,1.0,5.0,Jet Black / Dark Ash,Pacific Blue Metallic,31809
Jaguar,XE 35t R-Sport,2017.0,36631.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,9.0,Black,Blue,27850
Chevrolet,Corvette Stingray,2019.0,20278.0,6.2,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,10.0,Jet Black,Elkhart Lake Blue Metallic,53950
Alfa,Romeo Stelvio Ti,2018.0,42240.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,8.0,Black,Stromboli Gray Metallic,24975
Mazda,CX-9 Grand Touring,2019.0,19330.0,2.5,6,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,13.0,Black,Jet Black Mica,33888
Ford,F-150 XLT,2021.0,39062.0,2.7,10,1.0,Gasoline,Four-wheel Drive,1.5,0.0,0.0,0.0,1.0,1.0,8.0,Black,Agate Black Metallic,43685
Mitsubishi,Outlander PHEV GT,2022.0,20484.0,2.4,1,1.0,Hybrid,Four-wheel Drive,3.0,0.0,1.0,0.0,0.0,1.0,11.0,Black,Diamond White Pearl,30670
Land,Rover Range Rover Evoque S,2021.0,14641.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,7.0,Ebony,Santorini Black,41873
FIAT,500 Abarth,2013.0,122607.0,1.4,5,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,2.0,Black,Red,9995
Jeep,Gladiator Overland,2022.0,20288.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,8.0,Gray,Hydro Blue Pearlcoat,50000
BMW,X3 xDrive30i,2019.0,26618.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,1.0,1.0,1.0,9.0,Black,Jet Black,33926
Volvo,XC40 T5 Momentum,2020.0,17233.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,7.0,Charcoal,Gray,36221
Jaguar,F-PACE 25t Prestige,2019.0,75212.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,10.0,Latte / Espresso,Loire Blue,28500
Porsche,Macan Base,2019.0,15279.0,2.0,7,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,7.0,Black,Dolomite Silver Metallic,48580
Kia,Sportage EX,2022.0,1630.0,2.4,6,1.0,Gasoline,Front-wheel Drive,5.0,0.0,Unknown,1.0,0.0,1.0,10.0,Black,White,25995
Volvo,V60 T5 Premier,2015.0,71802.0,2.0,8,1.0,Gasoline,Front-wheel Drive,4.0,1.0,0.0,1.0,1.0,1.0,7.0,Soft Beige,Caspian Blue Metallic,15999
Land,Rover Defender 110 SE,2020.0,24946.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,7.0,Khaki,Tasman Blue,61393
Lexus,ES 350,2008.0,57897.0,3.5,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,3.0,Light Gray,Smoky Granite Mica,13500
BMW,750 i,2017.0,47278.0,4.4,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,7.0,Brown,Gray,38712
Hyundai,IONIQ Plug-In Hybrid Limited,2022.0,12382.0,1.6,6,1.0,Hybrid,Front-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,8.0,Gray,Ceramic White,29677
Mazda,MX-5 Miata RF Grand Touring,2018.0,10691.0,2.0,6,0.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,6.0,Black / Gray,Machine Gray,28998
Mitsubishi,Outlander ES,2023.0,399.0,2.5,CVT,1.0,Gasoline,Front-wheel Drive,3.0,0.0,Unknown,1.0,0.0,1.0,4.0,Black,White,29497
Kia,Seltos SX,2021.0,32458.0,1.6,7,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,10.0,Black,Dark Ocean Blue / White Roof,27500
Chevrolet,Corvette Stingray,2019.0,16966.0,6.2,8,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,9.0,Jet Black,Ceramic Matrix Gray Metallic,59500
Mazda,CX-9 Grand Touring,2012.0,112911.0,3.7,Automatic,1.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,12.0,Black,Liquid Silver Metallic,11247
Jeep,Compass Latitude,2017.0,76826.0,2.4,6,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,1.0,0.0,1.0,5.0,Ski Gray,Granite Crystal Clearcoat Metallic,14787
Mazda,Mazda6 Touring,2017.0,57187.0,2.5,6,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,0.0,0.0,1.0,6.0,Black,Snowflake White Pearl Mica,18880
Kia,Telluride SX,2021.0,30767.0,3.8,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,9.0,Black,Ebony Black,46895
Maserati,GranTurismo Sport,2013.0,42675.0,4.7,6,1.0,Gasoline,Rear-wheel Drive,4.0,1.0,0.0,1.0,0.0,1.0,6.0,Nero,Gray,40995
Toyota,Supra 3.0,2022.0,6250.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,8.0,Black,Red,58500
Volvo,C70 T5,2012.0,85224.0,2.5,5,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,4.0,Calcite / Umbra,Electric Silver Metallic,12997
Nissan,Frontier SV,2022.0,29427.0,3.8,9,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,0.0,0.0,1.0,8.0,Charcoal,Red Alert,37500
Mercedes-Benz,Maybach GLS 600 4MATIC,2021.0,10290.0,4.0,9,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,10.0,Black,Obsidian Black,167500
Mercedes-Benz,GLE 350 Base,2021.0,11926.0,2.0,9,1.0,Gasoline,Rear-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,9.0,Beige,Silver,52984
Maserati,MC20 Base,2022.0,412.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,5.0,0.0,1.0,1.0,1.0,1.0,8.0,Black,Ochre,274900
Cadillac,CT5 Luxury RWD,2020.0,23608.0,2.0,10,1.0,Gasoline,Rear-wheel Drive,4.0,1.0,1.0,0.0,1.0,1.0,9.0,Jet Black,Black Raven,34235
Mitsubishi,Lancer Evolution GSR,2008.0,177163.0,2.0,5,0.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,1.0,Black,Wicked White,23495
Chevrolet,Traverse RS,2022.0,44269.0,3.6,Automatic,1.0,Gasoline,Front-wheel Drive,4.0,0.0,1.0,0.0,0.0,0.0,6.0,Jet Black / Spice Red,Silver Ice Metallic,37486
Alfa,Romeo Giulia Base,2022.0,5102.0,2.0,Automatic,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,2.0,Black,Alfa White,38999
BMW,M235 Gran Coupe i xDrive,2020.0,21334.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,0.0,1.0,1.0,10.0,Magma Red,Snapper Rocks Blue Metallic,38399
Land,Rover Discovery Sport HSE,2018.0,44172.0,2.0,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,11.0,Ebony / Ebony,Black,27995
Mazda,MX-5 Miata,2001.0,32409.0,1.8,5,0.0,Gasoline,Rear-wheel Drive,2.0,0.0,0.0,1.0,0.0,1.0,0.0,Tan,Black,10997
Maserati,Ghibli S,2016.0,68879.0,3.0,Automatic,1.0,Gasoline,Rear-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,11.0,Nero,Grigio Maratea Metallescent,27495
Porsche,Panamera 4S,2013.0,110864.0,4.8,7,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,7.0,Tan,Blue,24959
Mazda,Mazda3 FWD w/Preferred Package,2020.0,17815.0,2.5,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,9.0,Black,Machine Gray Metallic,23300
Maserati,Quattroporte Modena,2022.0,2085.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,11.0,Beige,Black,82999
Honda,Pilot EX,2006.0,141000.0,3.5,Automatic,0.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Gray,Silver,8500
Hyundai,Veloster Turbo,2015.0,102404.0,1.6,6,1.0,Gasoline,Front-wheel Drive,6.0,1.0,0.0,1.0,1.0,1.0,5.0,Black,Ironman Silver,11988
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2020.0,34258.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,10.0,Ivory / Ebony,Silicon Silver,57990
Porsche,718 Cayman S,2017.0,27182.0,2.5,6,0.0,Gasoline,Rear-wheel Drive,2.5,0.0,0.0,1.0,1.0,1.0,5.0,Black,Lava Orange,62840
Volvo,S60 T6 Inscription,2020.0,31891.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,1.0,1.0,1.0,0.0,1.0,9.0,Charcoal,Black Stone,32998
Alfa,Romeo Stelvio Base,2019.0,35927.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Chocolate,Rosso,28588
Audi,allroad 2.0T Premium Plus,2016.0,26633.0,2.0,8,1.0,Flex Fuel,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,8.0,Black,Black,30998
Audi,A5 Sportback Premium Plus,2021.0,36460.0,2.0,Automatic,1.0,Hybrid,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,6.0,Black,Brilliant Black,36991
FIAT,500X Trekking,2019.0,36203.0,1.3,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,1.0,1.0,7.0,Black,Rosso Passione,21990
Mazda,CX-9 Touring,2018.0,53886.0,2.5,Automatic,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,11.0,Sand,Gray,22994
Volvo,XC40 T5 R-Design,2020.0,88265.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,10.0,Charcoal,Glacier Silver Metallic,26600
Jeep,Wagoneer Series III,2022.0,14317.0,5.7,8,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,0.0,1.0,11.0,Global Black,Metallic,72120
Chevrolet,Camaro LT1,2023.0,4259.0,6.2,10,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,5.0,Jet Black,Vivid Orange Metallic,48673
Alfa,Romeo Stelvio Ti Sport,2019.0,42830.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,8.0,Black,Rosso,32899
Hyundai,Elantra GT Base,2013.0,58665.0,1.8,6,0.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,3.0,Black,Atlantic Blue Pearl,13000
Ford,Expedition Max Limited,2021.0,34256.0,3.5,10,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,13.0,Ebony,Magnetic Metallic,58000
