brand,model,year,mileage,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,avg_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,extras,interior_color,exterior_color,price
Maserati,GranTurismo MC Centennial,2017.0,20404.0,4.7,6,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,6.0,Nero,Blu Inchiostro Metallic,62950
Mitsubishi,Outlander Sport SE EDITION,2022.0,1844.0,2.0,CVT,1.0,Gasoline,Four-wheel Drive,2.5,1.0,0.0,0.0,0.0,0.0,3.0,Black,Diamond Red,23155
MINI,Cooper S Base,2012.0,80157.0,1.6,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,3.0,Black,Gray,14998
Maserati,Levante GT,2022.0,4590.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,1.0,1.0,10.0,Black,Blu,64820
Jaguar,XF 25t R-Sport,2018.0,24480.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,9.0,Ebony / Ebony,Narvik Black,36950
Volvo,XC90 T5 Momentum 7 Passenger,2020.0,18201.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,13.0,Blond,Denim Blue Metallic,45198
Cadillac,XTS Luxury,2017.0,94572.0,3.6,6,1.0,Gasoline,Four-wheel Drive,2.5,1.0,0.0,1.0,0.0,1.0,8.0,Jet Black,Black Raven,15993
Jaguar,F-TYPE R,2015.0,65173.0,5.0,8,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,7.0,Red,Italian Racing Red,43995
Land,Rover Defender 90 First Edition,2021.0,11778.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,11.0,Ebony,Pangea Green Metallic,62498
FIAT,124 Spider Lusso,2020.0,9996.0,1.4,6,1.0,Gasoline,Rear-wheel Drive,5.5,0.0,0.0,0.0,1.0,1.0,8.0,Nero,Brillante White,26461
Cadillac,XTS Platinum,2019.0,22926.0,3.6,6,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,10.0,Maple Sugar,Black Raven,47922
Jaguar,E-PACE R-Dynamic S,2019.0,36405.0,2.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,8.0,Ebony,Santorini Black,29900
Maserati,Ghibli S Q4,2017.0,47104.0,3.0,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,0.0,1.0,1.0,9.0,Nero,Bianco,27905
Chevrolet,Tahoe LTZ,2015.0,103227.0,5.3,6,1.0,Gasoline,Rear-wheel Drive,3.5,1.0,0.0,1.0,0.0,1.0,14.0,Cocoa/Dune,Summit White,29500
Jaguar,F-TYPE SVR,2017.0,30937.0,5.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,10.0,Jet / Jet,Glacier White,68490
Mercedes-Benz,AMG GLE 63 S,2022.0,9463.0,4.0,9,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,11.0,Classic Red,White,116697
Porsche,Cayenne AWD,2022.0,3740.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,7.0,Black,Jet Black Metallic,81500
Kia,Forte Koup EX,2015.0,69926.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,0.0,0.0,1.0,4.0,Black,Graphite Steel,12058
Hyundai,Elantra SE,2021.0,34611.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,5.0,Medium Gray,Portofino Gray,19657
Mazda,CX-30 2.5 S Carbon Edition,2022.0,17528.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,11.0,Black,Polymetal Gray Metallic,27500
Toyota,Sequoia Platinum,2023.0,3076.0,3.4,Automatic,1.0,Hybrid,Four-wheel Drive,2.0,0.0,1.0,1.0,1.0,1.0,12.0,Black,Midnight Black Metallic,85429
Cadillac,XT4 Sport,2023.0,2738.0,2.0,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,0.0,7.0,Jet Black,Stellar Black Metallic,47900
Kia,Cadenza LIMITED-SXL,2014.0,40882.0,3.3,6,1.0,Gasoline,Front-wheel Drive,2.5,0.0,0.0,1.0,0.0,0.0,6.0,Black,Blue,16347
Jeep,Grand Cherokee L Summit,2021.0,24499.0,5.7,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,12.0,Global Black,Bright White Clearcoat,59500
Mitsubishi,Outlander ES,2017.0,74400.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,1.0,0.0,1.0,5.0,Black,Blue,13995
Maserati,Ghibli S Q4,2017.0,82257.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,10.0,Rosso Corallo,White,29995
Mazda,CX-3 Grand Touring,2019.0,56894.0,2.0,6,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,10.0,Black,Deep Crystal Blue Mica,23830
Land,Rover Discovery Sport SE,2019.0,32481.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,10.0,Ebony,Fuji White,31998
Cadillac,CT6 3.0L Twin Turbo Premium Luxury,2016.0,42436.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,8.0,Jet Black,Crystal White Tri-Coat,29250
Mitsubishi,Lancer Evolution GSR,2014.0,37282.0,2.0,5,0.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,0.0,1.0,1.0,2.0,Black,Silver,35995
Mercedes-Benz,G-Class G500,2005.0,72301.0,5.0,5,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,6.0,Black,Black,44951
Hyundai,Santa Cruz 2.5T SEL Premium,2022.0,16133.0,2.5,CVT,0.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,7.0,Black,Phantom Black,33551
Cadillac,CT4 Luxury,2023.0,626.0,2.0,Automatic,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,5.0,Black,Black,43998
BMW,640 Gran Turismo i xDrive,2018.0,32038.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,0.0,1.0,1.0,9.0,Black,Mineral White Metallic,36765
Ford,F-150 STX,2012.0,41455.0,5.0,6,1.0,Flex Fuel,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,1.0,Steel Gray,Ingot Silver Metallic,19989
Mercedes-Benz,AMG C 63 S,2021.0,12582.0,4.0,9,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Brilliant Blue Metallic,76491
Volvo,XC90 AWD 4dr,2014.0,83404.0,3.2,6,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,8.0,BEIGE,RED,17495
Jeep,Grand Wagoneer Series I,2022.0,21423.0,6.4,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,0.0,1.0,12.0,Global Black,Bright White Clearcoat,69130
Honda,Odyssey Touring,2018.0,74399.0,3.5,10,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,16.0,Gray,Black,28995
Mazda,CX-5 Sport,2014.0,108622.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,3.0,Black,Soul Red Metallic,13490
Jeep,Compass Latitude,2020.0,43699.0,2.4,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,8.0,Black,Diamond Black,24400
Volvo,XC60 T5 Momentum,2020.0,23714.0,2.0,8,1.0,Gasoline,Front-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,10.0,Charcoal,Osmium Gray Metallic,32993
Chevrolet,Silverado 1500 RST,2020.0,32748.0,5.3,8,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,7.0,Gideon,Summit White,43977
Hyundai,Santa Fe SE 2.4,2020.0,37139.0,2.4,8,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,6.0,Espresso,Symphony Silver,20777
Mercedes-Benz,E-Class E 250 BlueTEC,2016.0,100619.0,2.1,7,1.0,Diesel,Rear-wheel Drive,1.0,1.0,0.0,1.0,1.0,1.0,7.0,Black,designo Magno Alanite Gray,20500
Nissan,Pathfinder SL,2019.0,65976.0,3.5,CVT,1.0,Gasoline,Front-wheel Drive,5.0,0.0,0.0,0.0,0.0,1.0,10.0,Charcoal,Gun Metallic,21500
Maserati,Coupe Cambiocorsa,2005.0,35758.0,4.2,6,0.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,3.0,Nero,Rosso Mondiale,24881
Porsche,Macan,2018.0,70793.0,2.0,7,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,0.0,6.0,Agate Grey / Pebble Grey,Black,33555
Lexus,ES 350 F Sport,2021.0,33451.0,3.5,8,1.0,Gasoline,Front-wheel Drive,5.5,0.0,0.0,1.0,0.0,1.0,8.0,Red,Ultra White,39999
BMW,650 i,2010.0,56647.0,4.8,6,1.0,Gasoline,Rear-wheel Drive,4.0,1.0,0.0,1.0,0.0,1.0,5.0,Brown,Blue,21599
Jaguar,E-PACE S,2019.0,28386.0,2.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,8.0,Ebony,Borasco Gray,29990
Cadillac,CT5 Sport AWD,2021.0,7788.0,2.0,10,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,8.0,Black,Black,43477
Alfa,Romeo 4C Spider Spider,2018.0,3656.0,1.7,6,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,4.0,Black,Black,64997
Alfa,Romeo Giulia Ti Lusso,2019.0,30201.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Crema,Imola Titanium Metallic,28506
Alfa,Romeo Stelvio Ti,2018.0,24411.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,8.0,Black,Blue,30989
BMW,440 Gran Coupe i,2018.0,66203.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,5.5,1.0,0.0,1.0,1.0,1.0,9.0,Golden Brown,Black Sapphire Metallic,25789
Kia,Cadenza Technology,2019.0,48146.0,3.3,8,1.0,Gasoline,Front-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,10.0,Black,Aurora Black,26990
Suzuki,SX4,2009.0,115964.0,2.0,4,1.0,Gasoline,Front-wheel Drive,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Black,Quicksilver Metallic,5250
BMW,430 i,2023.0,1342.0,2.0,Automatic,1.0,Gasoline,Rear-wheel Drive,5.0,0.0,Unknown,1.0,1.0,1.0,6.0,Black,Black Sapphire Metallic,61815
Honda,CR-V Hybrid Touring,2020.0,44932.0,2.0,CVT,1.0,Hybrid,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,13.0,Black,Modern Steel Metallic,31207
Chevrolet,Suburban 1500 LTZ,2007.0,175514.0,5.3,4,1.0,Flex Fuel,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,6.0,Ebony,Black,9895
Toyota,Tundra SR5,2017.0,44650.0,5.7,6,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,0.0,0.0,4.0,Black,Magnetic Gray Metallic,44993
Volkswagen,Golf Alltrack TSI S,2017.0,67342.0,1.8,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,6.0,Titan Black,Night Blue Metallic,20992
Chevrolet,Corvette,2001.0,52776.0,5.7,6,0.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,3.0,Light Oak,Dark Sapphire Blue Metallic,23995
Mitsubishi,Eclipse Cross LE,2023.0,3320.0,1.5,CVT,1.0,Gasoline,Four-wheel Drive,1.5,0.0,Unknown,1.0,1.0,1.0,4.0,Black,Alloy Silver Metallic,25922
Hyundai,Azera Limited,2015.0,62563.0,3.3,Automatic,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,0.0,0.0,1.0,8.0,Black,Eclipse Black,16777
Honda,Civic Si,2022.0,10063.0,1.5,6,0.0,Gasoline,Front-wheel Drive,5.0,0.0,1.0,1.0,1.0,1.0,11.0,Black / Red,Crystal Black Pearl,30970
Cadillac,XTS Luxury,2019.0,28020.0,3.6,6,1.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,9.0,Jet Black,Radiant Silver Metallic,29500
BMW,X5 xDrive35i,2014.0,218349.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,0.0,1.0,1.0,9.0,Black,Black,9998
Jeep,Wrangler Unlimited X,2008.0,128219.0,3.8,4,1.0,Gasoline,Four-wheel Drive,2.5,1.0,0.0,1.0,0.0,0.0,1.0,Black,Silver,12990
Ford,Explorer XLT,2017.0,84934.0,3.5,6,1.0,Flex Fuel,Four-wheel Drive,3.5,1.0,0.0,0.0,0.0,1.0,9.0,Ebony Black,Quartz,23379
Jaguar,F-PACE 25t Premium,2018.0,25832.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,8.0,Ebony,Narvik Black,34998
Mercedes-Benz,GLS 580 GLS 580,2021.0,23671.0,4.0,Automatic,1.0,Hybrid,Four-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,13.0,Black,Obsidian Black Metallic,94888
Chevrolet,Malibu 1LT,2016.0,59286.0,1.5,Automatic,1.0,Gasoline,Front-wheel Drive,5.0,1.0,0.0,0.0,0.0,1.0,8.0,Jet Black,Nightfall Gray Metallic,17900
Jaguar,XJ L,2011.0,113950.0,5.0,6,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,6.0,Jet / London Tan,Vapour Grey,11951
Jaguar,F-PACE 25t Premium,2019.0,70841.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,0.0,1.0,1.0,9.0,Ebony / Ebony,Firenze Red,28395
Honda,Fit EX,2015.0,79848.0,1.5,CVT,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,5.0,Silver,Silver,14977
Toyota,Highlander Hybrid Limited,2017.0,53536.0,3.5,CVT,1.0,Hybrid,Four-wheel Drive,1.0,0.0,1.0,1.0,0.0,1.0,11.0,Saddle Tan,Blizzard Pearl,33772
Hyundai,Tucson SEL,2018.0,83025.0,2.5,Automatic,1.0,Gasoline,Front-wheel Drive,4.0,1.0,0.0,0.0,0.0,1.0,6.0,Gray,Dazzling White,17221
Cadillac,CTS-V Base,2012.0,41745.0,6.2,6,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,7.0,Black,Diamond White,71999
Cadillac,CTS-V Base,2014.0,63602.0,6.2,6,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,7.0,Ebony / Ebony,White Diamond Tri-Coat,44608
Mercedes-Benz,GLE 350 Base 4MATIC,2021.0,30297.0,2.0,9,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,0.0,1.0,1.0,10.0,Macchiato Beige,Selenite Gray Metallic,52544
Jaguar,XK R-S,2012.0,76262.0,5.0,6,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,8.0,Charcoal / London Tan,Ultimate Black,36700
FIAT,500X Trekking,2019.0,55688.0,1.3,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,7.0,Avorio Ivory,Gray Metallic,18950
Cadillac,CT6 3.0L Twin Turbo Platinum,2018.0,57613.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,11.0,Jet Black,Crystal White Tri-Coat,47515
Volkswagen,GTI Drivers Edition,2013.0,78016.0,2.0,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,5.0,Black,Black,16995
Mercedes-Benz,S-Class S 560 4MATIC,2019.0,31257.0,4.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,8.0,Sand,Lunar Blue Metallic,61204
Honda,CR-V LX,2019.0,19845.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,4.0,Gray,Gray,26414
Mitsubishi,Outlander GT,2018.0,55553.0,3.0,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,9.0,Black,Labrador Black Metallic,21065
Maserati,GranTurismo Sport,2014.0,85513.0,4.7,6,1.0,Gasoline,Rear-wheel Drive,5.0,0.0,0.0,1.0,0.0,1.0,6.0,Grigio Chrono,Nero,32675
Land,Rover Discovery HSE LUXURY,2019.0,61218.0,3.0,8,1.0,Diesel,Four-wheel Drive,3.0,1.0,0.0,1.0,1.0,1.0,12.0,Ebony / Light Oyster,Namib Orange,44000
Alfa,Romeo Giulia Ti,2020.0,29130.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,9.0,Black,Stromboli Gray Metallic,30490
Jeep,Grand Cherokee L Overland,2021.0,34639.0,3.6,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,9.0,Steel Gray,Black,49900
MINI,Convertible Cooper,2015.0,28069.0,1.6,6,1.0,Gasoline,Front-wheel Drive,4.5,1.0,0.0,1.0,0.0,1.0,3.0,Black,Green,21500
Lexus,NX 200t Base,2017.0,109692.0,2.0,6,1.0,Gasoline,Front-wheel Drive,2.0,1.0,1.0,1.0,1.0,1.0,9.0,Cream,White Pearl,22781
Kia,Carnival SX Prestige,2022.0,31599.0,3.5,8,1.0,Gasoline,Front-wheel Drive,5.0,0.0,1.0,1.0,0.0,1.0,11.0,Tan,Flare Red,51995
Jeep,Grand Cherokee SRT,2016.0,35405.0,6.4,8,1.0,Gasoline,Four-wheel Drive,1.0,0.0,1.0,1.0,0.0,1.0,10.0,Black,Brilliant Black Crystal Pearlcoat,51500
Jaguar,E-PACE S,2019.0,64529.0,2.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,9.0,Ebony,Fuji White,26888
Lexus,GX 460 Base,2023.0,4223.0,4.6,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,10.0,Black,Caviar,66498
Volvo,V60 T5 Dynamic,2018.0,48312.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,0.0,1.0,1.0,8.0,Soft Beige,Onyx Black Metallic,26662
Alfa,Romeo Stelvio Ti,2021.0,21849.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,0.0,1.0,1.0,9.0,Crema,Rosso,33299
Lexus,SC 430 Base (A6),2008.0,35606.0,4.3,6,1.0,Gasoline,Rear-wheel Drive,5.0,1.0,0.0,1.0,0.0,1.0,6.0,Black,Blue,31991
Mercedes-Benz,AMG GLE 53 Base,2021.0,29234.0,3.0,9,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,1.0,1.0,10.0,Black,Obsidian Black Metallic,77714
Porsche,Panamera Turbo,2015.0,71582.0,4.8,7,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,8.0,Black,Black,52500
Cadillac,ATS 2.0L Turbo,2014.0,57976.0,2.0,Automatic,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,7.0,Jet Black w/Jet Black Accents,Black Raven,16299
FIAT,500 Pop,2017.0,61055.0,1.4,6,1.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,3.0,Avorio Ivory,Rosso,12489
Maserati,Ghibli S Q4,2019.0,29321.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,0.0,1.0,6.0,Sabbia,Bianco,40780
MINI,Cooper S Countryman Base,2012.0,96120.0,1.6,6,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,2.0,Light Tobacco,Light White,10955
Chevrolet,Silverado 1500 LT,2020.0,64689.0,5.3,Automatic,1.0,Gasoline,Four-wheel Drive,1.5,0.0,0.0,0.0,0.0,1.0,5.0,Jet Black,Summit White,37822
Jaguar,F-PACE First Edition,2017.0,44522.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,1.0,0.0,1.0,11.0,Light Oyster,Caesium Blue,33974
Mazda,CX-3 Sport,2019.0,41345.0,2.0,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,5.0,Black,Eternal Blue Mica,20350
FIAT,500X Trekking Plus,2020.0,35570.0,1.3,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,13.0,Black,Bianco Gelato White,26500
Maserati,Levante,2021.0,14516.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,9.0,Dark Brown,White,49995
Mazda,CX-5 2.5 Turbo Signature,2022.0,2642.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,11.0,Caturra Brown,Snowflake White Pearl,35273
Land,Rover Range Rover Evoque Pure Plus,2014.0,87482.0,2.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,7.0,Almond / Espresso,Fuji White,17999
Ford,Ranger XL,2019.0,43357.0,2.3,10,1.0,Gasoline,Four-wheel Drive,2.0,1.0,1.0,1.0,1.0,0.0,6.0,Ebony,Oxford White,30884
Mazda,CX-50 2.5 S Premium Plus Package,2023.0,18316.0,2.5,6,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,13.0,Black,Polymetal Gray Metallic,34990
BMW,740 i,2020.0,23485.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,10.0,Beige,Royal Burgundy Red Metallic,51500
MINI,Convertible Cooper S,2015.0,40243.0,1.6,6,1.0,Gasoline,Front-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,4.0,Carbon Black,White Silver,19588
Lexus,RX 450h Base,2018.0,27055.0,3.5,Automatic,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,9.0,Noble Brown,Silver Lining Metallic,41205
Kia,K5 LXS,2022.0,21430.0,1.6,8,1.0,Gasoline,Front-wheel Drive,4.5,1.0,1.0,0.0,1.0,1.0,8.0,Black,Gravity Gray,27688
Volvo,XC60 T5 Inscription,2020.0,47190.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,0.0,1.0,1.0,1.0,11.0,Amber,Blue,33500
Mercedes-Benz,AMG G 63 Base,2020.0,20948.0,4.0,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,10.0,Black,designo Platinum Magno,179898
Lexus,ES 350 Base,2022.0,17726.0,3.5,8,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,9.0,Cream,Cloudburst Gray,43288
Ford,F-150 Lariat,2016.0,67825.0,3.5,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,1.0,1.0,11.0,Black,Magnetic Metallic,34487
Honda,Odyssey Touring,2017.0,86438.0,3.5,6,1.0,Gasoline,Front-wheel Drive,4.0,1.0,1.0,1.0,0.0,1.0,10.0,Beige,White,26948
Chevrolet,Suburban Premier,2017.0,84767.0,5.3,6,1.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,0.0,0.0,1.0,13.0,Cocoa / Dune,Pepperdust Metallic,34990
Porsche,Macan GTS,2017.0,85768.0,3.0,7,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,1.0,1.0,5.0,Black,Gray,26998
MINI,Clubman Cooper S ALL4,2020.0,28704.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,0.0,1.0,1.0,9.0,Malt Brown,Silver Metallic,26976
Jeep,Renegade Sport,2018.0,124859.0,2.4,9,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,0.0,5.0,Black,Anvil,12995
Volkswagen,Atlas Cross Sport 3.6L V6 SEL R-Line,2021.0,38214.0,3.6,8,1.0,Gasoline,Four-wheel Drive,5.5,1.0,1.0,1.0,0.0,1.0,12.0,Titan Black,Tourmaline Blue Metallic,38935
Audi,Q5 45 S line Premium Plus,2022.0,8065.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,1.0,1.0,10.0,Black,Glacier White Metallic,47869
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021.0,3540.0,3.6,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,0.0,0.0,1.0,10.0,Titan Black / Quarzit,Deep Black Pearl Effect,43555
Chevrolet,Tahoe LT,2021.0,37000.0,5.3,10,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,0.0,0.0,1.0,8.0,Jet Black,Shadow Gray Metallic,57587
Porsche,Cayenne S,2023.0,3381.0,2.9,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,7.0,Black,Beige,96863
Honda,HR-V EX-L w/Navigation,2017.0,66929.0,1.8,CVT,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,0.0,0.0,1.0,9.0,Black,Green,21595
Volkswagen,Passat 1.8T R-Line,2016.0,97634.0,1.8,6,1.0,Gasoline,Front-wheel Drive,3.5,1.0,0.0,1.0,1.0,1.0,4.0,Moonrock Gray,Reflex Silver Metallic,12818
Kia,Sedona SX,2018.0,78848.0,3.3,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,10.0,Dark Graphite,Snow White Pearl,22500
Honda,CR-V EX,2019.0,22516.0,1.5,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,13.0,Black,Platinum White Pearl,27990
Mazda,MX-5 Miata RF Club,2022.0,20213.0,2.0,6,0.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,8.0,Black,Polymetal Gray Metallic,34494
Land,Rover Range Rover Evoque Pure,2015.0,69516.0,2.0,9,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,1.0,1.0,6.0,Ebony,Santorini Black,19980
Chevrolet,Corvette Grand Sport,2013.0,9950.0,6.2,6,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,7.0,Ebony,Cyber Gray Metallic,45900
Mitsubishi,Outlander Sport ES,2021.0,30823.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,3.0,Black,Alloy Silver Metallic,20344
