"brand","model","year","mileage","engine_size","drivetrain","avg_mpg","damaged","first_owner","extras","price"
"Lexus","RX 500h F SPORT PERFORMANCE",2023,658,2.4,"Four-wheel Drive",4.5,0,1,9,71997
"Volvo","XC40 T5 R-Design",2022,19782,2,"Four-wheel Drive",3.5,0,0,7,41582
"Porsche","911 GT3 RS",2019,8567,4,"Rear-wheel Drive",3,0,0,7,258500
"Jeep","Wrangler Sport",2012,82319,3.6,"Four-wheel Drive",2,1,0,1,16132
"Maserati","Quattroporte S",2019,22261,3,"Rear-wheel Drive",5,0,1,10,43892
"Lexus","IS 500 F SPORT Performance",2023,1157,5,"Rear-wheel Drive",3.5,0,1,0,69996
"MINI","Hardtop Cooper",2014,27415,1.5,"Front-wheel Drive",3,0,0,6,17998
"Land","Rover Range Rover Supercharged",2020,22447,5,"Four-wheel Drive",3,0,0,13,85000
"Cadillac","Escalade ESV Sport Platinum",2021,3169,6.2,"Four-wheel Drive",4,0,1,13,119931
"MINI","Convertible Cooper S",2015,52855,1.6,"Front-wheel Drive",4.5,0,0,4,18455
"FIAT","500 Pop",2019,14089,1.4,"Front-wheel Drive",4.5,1,0,0,18500
"BMW","320 i",2015,143473,2,"Rear-wheel Drive",6,1,0,6,11900
"Cadillac","CT4-V V-Series Blackwing",2022,5175,3.6,"Rear-wheel Drive",4,0,1,11,66595
"Land","Rover Range Rover Sport 3.0L Supercharged HSE",2020,37235,3,"Four-wheel Drive",2,0,0,9,61740
"Jeep","Grand Cherokee L Overland",2022,9195,3.6,"Four-wheel Drive",2.5,0,1,7,53900
"Mazda","MX-5 Miata Grand Touring",2019,14719,2,"Rear-wheel Drive",3.5,0,1,8,28171
"Volvo","S60 B5 Momentum",2022,18929,2,"Four-wheel Drive",4.5,0,1,12,36331
"Cadillac","CT4 Sport",2021,16365,2,"Four-wheel Drive",3,0,1,10,38266
"Jeep","Wrangler Unlimited 4xe Sahara",2022,1193,2,"Four-wheel Drive",2.5,0,1,8,46995
"Jaguar","F-TYPE Premium",2017,50045,3,"Rear-wheel Drive",7.5,0,0,9,30888
"Hyundai","Sonata SE",2015,110162,2.4,"Front-wheel Drive",3,1,1,4,10056
"Hyundai","IONIQ Hybrid Blue",2022,20350,1.6,"Front-wheel Drive",4,1,1,6,18997
"Cadillac","CT6 3.0L Twin Turbo Premium Luxury",2018,88610,3,"Four-wheel Drive",3,1,0,10,30998
"Mazda","CX-3 Sport",2020,37468,2,"Four-wheel Drive",4.5,0,1,7,20394
"Land","Rover Range Rover Sport 3.0L Supercharged HSE",2020,53649,3,"Four-wheel Drive",2.5,0,1,9,48997
"Mercedes-Benz","GLC-Class GLC 300",2016,54948,2,"Rear-wheel Drive",3,0,1,5,23998
"Chevrolet","Camaro 2SS",2014,17765,6.2,"Rear-wheel Drive",4,0,0,7,31778
"MINI","Hardtop Cooper S",2022,12044,2,"Front-wheel Drive",3,0,0,10,30000
"FIAT","124 Spider Abarth",2018,29589,1.4,"Rear-wheel Drive",4.5,1,0,8,23491
"Hyundai","Genesis 3.8",2015,77416,3.8,"Four-wheel Drive",1.5,0,0,9,19154
"Maserati","Ghibli S Q4 GranSport",2019,25951,3,"Four-wheel Drive",4,1,1,10,41888
"Hyundai","IONIQ Hybrid Blue",2017,56094,1.6,"Front-wheel Drive",0.5,0,0,6,17500
"Nissan","Frontier SV",2021,24545,3.8,"Four-wheel Drive",3.5,0,1,5,32869
"Jaguar","F-PACE 25t Prestige",2018,46496,2,"Four-wheel Drive",4,0,0,7,29985
"FIAT","500 Sport",2013,69454,1.4,"Front-wheel Drive",4.5,0,0,2,8999
"Audi","A4 allroad 2.0T Premium",2017,97537,2,"Four-wheel Drive",2.5,1,1,8,23496
"Mercedes-Benz","SLK-Class SLK 250",2015,57412,1.8,"Rear-wheel Drive",2.5,0,0,4,24950
"Mazda","CX-50 2.5 Turbo",2023,15990,2.5,"Four-wheel Drive",4.5,0,1,13,35000
"Volkswagen","Golf GTI S 4-Door",2017,51605,2,"Front-wheel Drive",5,0,0,3,22998
"Toyota","Camry SE Nightshade",2021,56370,2.5,"Front-wheel Drive",5.5,1,1,7,28495
"Nissan","GT-R Premium",2021,7219,3.8,"Four-wheel Drive",2.5,0,1,9,155940
"BMW","430 i",2019,56983,2,"Rear-wheel Drive",5,1,1,8,36995
"Alfa","Romeo Stelvio Base",2020,30410,2,"Four-wheel Drive",3,0,1,8,28990
"Toyota","Corolla SE",2017,47988,1.8,"Front-wheel Drive",3.5,0,0,6,19998
"Land","Rover Range Rover 5.0L V8 Supercharged",2019,47000,5,"Four-wheel Drive",3,0,1,12,55995
"MINI","Hardtop Cooper S",2017,31750,2,"Front-wheel Drive",4,0,0,6,20595
"FIAT","500L Trekking",2017,59155,1.4,"Front-wheel Drive",4,0,0,7,15495
"Audi","A5 2.0T Prestige quattro",2014,73523,2,"Four-wheel Drive",4.5,0,0,8,20980
"Mercedes-Benz","CLS 450 Base",2019,23295,3,"Rear-wheel Drive",2.5,0,1,9,48963
"Porsche","Boxster",2001,12517,2.7,"Rear-wheel Drive",4,0,1,1,22990
"BMW","X7 xDrive40i",2023,3128,3,"Four-wheel Drive",2.5,0,1,6,81977
"Volvo","XC90 B6 Plus 7-Seater",2023,2230,2,"Four-wheel Drive",3,0,1,9,59709
"Mercedes-Benz","E-Class E 350",2021,20799,2,"Rear-wheel Drive",3,0,1,9,45796
"Kia","Sportage LX",2022,6944,2.4,"Front-wheel Drive",5.5,1,1,5,22909
"Chevrolet","Tahoe LT",2019,17929,5.3,"Four-wheel Drive",3,0,1,10,49800
"Mitsubishi","Eclipse Cross SE",2022,14905,1.5,"Four-wheel Drive",2.5,0,0,10,27995
"Mercedes-Benz","C-Class C 300",2019,41795,2,"Rear-wheel Drive",4,0,0,10,29788
"Mitsubishi","Outlander SE",2019,41747,2.4,"Front-wheel Drive",2.5,0,0,7,22998
"Jaguar","XJ Base",2015,53267,3,"Four-wheel Drive",3.5,0,1,6,24999
"Mazda","CX-5 Grand Touring",2019,32563,2.5,"Four-wheel Drive",3,0,1,11,23599
"Jeep","Wagoneer Series III",2022,49461,5.7,"Four-wheel Drive",3.5,0,1,10,64875
"BMW","M240 i xDrive",2023,2843,3,"Four-wheel Drive",4.5,0,1,6,58998
"Alfa","Romeo Giulia Ti",2019,36287,2,"Four-wheel Drive",4.5,1,1,10,29494
"Chevrolet","Traverse 2LT",2011,90725,3.6,"Four-wheel Drive",3.5,0,0,5,10995
"Volkswagen","ID.4 Pro S",2021,31330,2,"Rear-wheel Drive",0.5,0,1,9,33962
"Ford","Explorer Platinum",2020,45975,3,"Four-wheel Drive",3,0,1,13,40497
"Volkswagen","Jetta 1.4T S",2019,14557,1.4,"Front-wheel Drive",3,0,1,6,21499
"Kia","Optima SX",2012,79296,2,"Front-wheel Drive",3.5,1,0,4,12997
"Mazda","CX-5 Grand Touring",2020,79551,2.5,"Four-wheel Drive",4.5,1,1,14,24990
"Mitsubishi","3000GT SL",1997,8653,3,"Front-wheel Drive",3,0,1,1,28800
"Chevrolet","Corvette Stingray w/1LT",2021,538,6.2,"Rear-wheel Drive",6,0,1,8,88130
"Mitsubishi","Outlander ES",2018,72562,2.4,"Front-wheel Drive",3,0,0,5,16888
"MINI","Countryman Cooper ALL4",2017,31128,1.5,"Four-wheel Drive",3,0,0,8,26995
"Mercedes-Benz","Maybach S 650 Base",2019,33179,6,"Rear-wheel Drive",4.5,0,0,9,130000
"Mercedes-Benz","AMG GLC 43 Base 4MATIC",2017,87479,3,"Four-wheel Drive",2.5,0,0,9,31901
"Toyota","Tacoma TRD Off Road",2022,26537,3.5,"Four-wheel Drive",2,0,1,8,39755
"Cadillac","Escalade Platinum",2016,49820,6.2,"Rear-wheel Drive",3,0,0,11,43988
"Porsche","Macan Base",2021,25019,2,"Four-wheel Drive",3.5,0,0,7,51978
"BMW","M340 i xDrive",2020,25442,3,"Four-wheel Drive",4,0,1,8,49990
"Kia","Sportage SX Turbo",2021,44669,2,"Front-wheel Drive",5,1,1,11,27985
"FIAT","500X Easy",2016,44112,2.4,"Front-wheel Drive",4.5,1,1,5,14950
"Porsche","Cayenne E-Hybrid Coupe Turbo S",2020,16700,4,"Four-wheel Drive",4.5,0,1,6,139900
"Volkswagen","Passat 2.0T R-Line",2020,39527,2,"Front-wheel Drive",2,0,0,12,23434
"FIAT","500 Pop",2013,62578,1.4,"Front-wheel Drive",4.5,0,0,2,8501
"MINI","Countryman Cooper",2020,69573,1.5,"Front-wheel Drive",4.5,0,1,7,23997
"Ford","Transit Connect XL",2018,63775,2.5,"Front-wheel Drive",4,0,1,3,22285
"Lexus","RX 350 Base",2012,98302,3.5,"Front-wheel Drive",3,1,0,9,16988
"Kia","Stinger GT2",2019,47758,3.3,"Rear-wheel Drive",2.5,1,0,10,36699
"Honda","CR-V Hybrid EX-L",2022,11458,2,"Four-wheel Drive",2.5,0,1,13,36669
"Honda","Accord Sport SE",2022,4218,1.5,"Front-wheel Drive",3,0,1,10,32141
"Volkswagen","CC 2.0T Sport",2013,91181,2,"Front-wheel Drive",3,0,0,5,11998
"Maserati","GranTurismo S",2009,39333,4.7,"Rear-wheel Drive",3,1,0,6,31995
"Chevrolet","Silverado 1500 LT",2020,64693,5.3,"Four-wheel Drive",1.5,0,0,5,34999
"Kia","Stinger GT1",2020,30049,3.3,"Rear-wheel Drive",2.5,1,0,8,36990
"Volvo","XC70 T6",2009,193952,3,"Four-wheel Drive",4,0,0,5,5495
"FIAT","500 Abarth",2015,35997,1.4,"Front-wheel Drive",2,0,0,3,14995
"MINI","Countryman Cooper S ALL4",2020,21830,2,"Four-wheel Drive",4.5,0,1,9,32598
"Cadillac","XT6 Premium Luxury AWD",2023,1716,3.6,"Four-wheel Drive",3.5,0,1,7,55500
"Land","Rover LR4 HSE",2010,192335,5,"Four-wheel Drive",3,1,0,3,8999
"Chevrolet","Malibu 1LT",2015,107377,2.5,"Front-wheel Drive",5.5,1,0,8,9995
"Mitsubishi","Mirage SE",2021,21275,1.2,"Front-wheel Drive",3,0,1,8,18999
"Mazda","CX-9 Touring Plus",2022,1816,2.5,"Four-wheel Drive",3.5,0,1,8,39901
"Jaguar","XK Base",2011,56300,5,"Rear-wheel Drive",4.5,0,0,5,24388
"Hyundai","Elantra SE",2021,39166,2,"Front-wheel Drive",2.5,0,1,5,21827
"Jeep","Wrangler Unlimited Rubicon",2017,37251,3.6,"Four-wheel Drive",3.5,0,0,5,36389
"Hyundai","Palisade Calligraphy",2022,23029,3.8,"Four-wheel Drive",3,0,1,12,46995
"FIAT","500 Sport",2015,86690,1.4,"Front-wheel Drive",4.5,1,0,2,8695
"BMW","740 i",2019,33793,3,"Rear-wheel Drive",4,1,1,8,39521
"Volvo","XC90 T6 Inscription 6 Passenger",2022,6031,2,"Four-wheel Drive",5.5,0,1,12,59070
"Mercedes-Benz","SL-Class SL550 Roadster",2007,119402,5.5,"Rear-wheel Drive",2.5,1,0,4,14999
"Porsche","911 Carrera",2000,66332,3.4,"Rear-wheel Drive",2.5,0,0,3,26995
"Volvo","XC90 T6 Momentum 7 Passenger",2022,9785,2,"Four-wheel Drive",2.5,0,1,12,55888
"Land","Rover LR4 Base",2016,69397,3,"Four-wheel Drive",2.5,0,0,5,26695
"Audi","S4 3.0 Premium Plus",2012,105224,3,"Four-wheel Drive",5,1,0,4,14000
"Nissan","Sentra SV",2021,60009,2,"Front-wheel Drive",3.5,0,1,8,21653
"Maserati","Ghibli S Q4",2017,68244,3,"Four-wheel Drive",4,1,0,9,27898
"Nissan","Rogue S",2013,148841,2.5,"Front-wheel Drive",5,1,0,2,7695
"Maserati","Ghibli S Q4",2016,53000,3,"Four-wheel Drive",4,0,0,9,27800
"Lexus","RX 350L Premium",2019,41319,3.5,"Four-wheel Drive",4.5,0,0,7,39000
"Jeep","Grand Cherokee L Summit",2022,20271,3.6,"Four-wheel Drive",2.5,0,1,11,59494
"Lexus","GX 460 Base",2018,41982,4.6,"Four-wheel Drive",3.5,1,0,9,39941
"Audi","Q7 55 Premium Plus",2023,3344,3,"Four-wheel Drive",2.5,0,1,10,73444
"Land","Rover Range Rover Sport Supercharged SVR",2016,49540,5,"Four-wheel Drive",2,1,0,9,48980
"Volvo","XC60 T6 R-Design",2017,123568,2,"Four-wheel Drive",5,1,1,9,18826
"MINI","Clubman Cooper",2018,28117,1.5,"Front-wheel Drive",4,0,1,6,22788
"Chevrolet","Express 3500 LT",2017,86155,6,"Rear-wheel Drive",3,0,1,5,29500
"Maserati","GranTurismo Sport",2018,15745,4.7,"Rear-wheel Drive",5,0,0,8,75888
"Nissan","Maxima 3.5 Platinum",2017,44678,3.5,"Front-wheel Drive",3.5,0,1,10,24990
"Ford","F-150 XL",1994,177844,5,"Four-wheel Drive",1.5,0,0,0,24995
"Jaguar","F-TYPE S",2015,59723,3,"Rear-wheel Drive",4.5,1,0,6,28498
"BMW","X3 M AWD",2022,30923,3,"Four-wheel Drive",2.5,0,0,11,66922
"Porsche","Cayenne GTS",2013,95015,4.8,"Four-wheel Drive",2,0,0,5,32395
"MINI","Clubman Cooper S ALL4",2021,14824,2,"Four-wheel Drive",3,0,1,11,34498
"Audi","SQ8 4.0T Prestige",2020,30336,4,"Four-wheel Drive",3,0,1,9,75900
"Chevrolet","Malibu 1LT",2017,79525,1.5,"Front-wheel Drive",4.5,0,0,6,14888
"Cadillac","CTS-V Base",2018,47028,6.2,"Rear-wheel Drive",3.5,1,1,8,70000
"Mitsubishi","Eclipse Cross ES",2020,56624,1.5,"Front-wheel Drive",3.5,0,1,4,16395
"Land","Rover Range Rover Velar P250 SE R-Dynamic",2018,35721,2,"Four-wheel Drive",2.5,0,0,9,42595
"Ford","F-150 XL",2018,50332,2.7,"Four-wheel Drive",2.5,1,1,2,29000
"Kia","Stinger GT",2018,65278,3.3,"Four-wheel Drive",2.5,1,1,7,29697
"Maserati","Levante GT",2022,18860,3,"Four-wheel Drive",4.5,0,0,11,69895
"Lexus","NX 200t Base",2016,86143,2,"Four-wheel Drive",2.5,0,1,7,24978
"Alfa","Romeo Stelvio Base",2021,32598,2,"Four-wheel Drive",3,0,1,12,29450
"Mercedes-Benz","AMG GT C",2018,12502,4,"Rear-wheel Drive",5,0,0,8,154963
"Cadillac","Escalade EXT Luxury",2011,136295,6.2,"Four-wheel Drive",3.5,1,0,10,20997
"BMW","X7 xDrive40i",2020,18602,3,"Four-wheel Drive",2.5,0,1,12,62990
"Audi","TT 2.0T",2019,1546,2,"Four-wheel Drive",4,0,1,8,49950
"Volkswagen","Jetta GLI 2.0T Autobahn",2020,19229,2,"Front-wheel Drive",4.5,0,1,12,28990
"Toyota","Tacoma Double Cab",2011,87981,4,"Four-wheel Drive",2,0,0,3,22234
"Honda","CR-V EX",2013,143404,2.4,"Four-wheel Drive",4,0,1,3,12995
"Kia","Optima EX",2016,106080,2.4,"Front-wheel Drive",3,1,0,11,13702
"Volkswagen","Jetta 1.4T S",2017,63657,1.4,"Front-wheel Drive",3.5,0,0,4,16036
"Nissan","Armada Platinum",2021,30822,5.6,"Rear-wheel Drive",2.5,0,1,12,50994
"Lexus","ES 350 Base",2018,34133,3.5,"Front-wheel Drive",3.5,0,0,7,29786
"FIAT","500 Pop",2015,105210,1.4,"Front-wheel Drive",4.5,1,0,3,6500
"Jaguar","XJ XJ R-Sport",2017,32566,3,"Rear-wheel Drive",3.5,0,1,11,32991
"Volkswagen","Jetta GLI 2.0T S",2020,24199,2,"Front-wheel Drive",5,0,0,7,26995
"Audi","A6 55 Prestige",2019,47142,3,"Four-wheel Drive",3.5,0,0,8,41544
"Kia","Telluride SX",2022,12901,3.8,"Front-wheel Drive",3.5,0,1,12,47598
"Lexus","IS 250",2012,56280,2.5,"Rear-wheel Drive",1.5,1,0,5,18923
"Ford","F-150 King Ranch",2022,8977,5,"Four-wheel Drive",3,0,1,9,65988
"Land","Rover Range Rover Sport HSE Silver Edition",2021,35871,2,"Four-wheel Drive",3,0,1,10,63990
"Volvo","XC40 T4 Momentum",2020,60666,2,"Front-wheel Drive",4.5,0,0,8,25995
"Chevrolet","Silverado 1500 RST",2021,38790,5.3,"Four-wheel Drive",1.5,0,1,7,42787
"Volkswagen","CC 2.0T Sport Plus",2013,68259,2,"Front-wheel Drive",5.5,0,1,4,11997
"Jaguar","XE 30t Premium",2018,74514,2,"Rear-wheel Drive",2.5,0,0,9,21991
"Ford","Shelby GT350 Base",2017,16410,5.2,"Rear-wheel Drive",3.5,0,0,7,58779
"FIAT","500X Trekking",2016,85657,2.4,"Four-wheel Drive",4.5,0,0,5,12899
"Kia","Sorento S",2022,7678,2.5,"Four-wheel Drive",1,0,1,9,36891
"Ford","Expedition Max Limited",2022,21674,3.5,"Four-wheel Drive",2.5,0,1,11,65999
"Nissan","Altima 2.0 SR",2023,2123,2,"Front-wheel Drive",2.5,0,1,9,35952
"Mitsubishi","Outlander SEL",2020,59452,2.4,"Front-wheel Drive",2.5,0,0,9,22995
"Kia","Sorento SX",2021,26895,2.5,"Front-wheel Drive",2,0,0,12,38723
"Volvo","XC40 T5 R-Design",2020,14707,2,"Four-wheel Drive",3,0,1,10,36994
"Volvo","XC60 T5 R-Design",2020,21903,2,"Front-wheel Drive",6,1,1,10,34000
"Mazda","Mazda6 Grand Touring",2021,14120,2.5,"Front-wheel Drive",4.5,0,1,8,28995
"Volkswagen","Atlas 2.0T SE",2021,26737,2,"Four-wheel Drive",3,1,1,7,31988
"Maserati","GranTurismo Base",2010,40955,4.7,"Rear-wheel Drive",4,0,0,6,38995
"Hyundai","Equus Signature",2016,80389,5,"Rear-wheel Drive",2.5,0,0,9,19900
"FIAT","500L Trekking",2015,81835,1.4,"Front-wheel Drive",4,0,1,2,11709
"Maserati","Levante Base",2019,12671,3,"Four-wheel Drive",3,0,1,10,48888
"Lexus","RC 350",2017,70842,3.5,"Rear-wheel Drive",5,0,0,3,32998
"Porsche","Cayenne E-Hybrid S",2017,61169,3,"Four-wheel Drive",3.5,0,1,7,39195
"Mitsubishi","Outlander Sport SE",2020,55558,2,"Four-wheel Drive",1.5,0,1,8,20894
"Porsche","Cayenne",2019,39139,3,"Four-wheel Drive",2,0,0,12,51777
"FIAT","500 Lounge",2015,68446,1.4,"Front-wheel Drive",4,0,1,6,10990
"FIAT","500C Pop",2017,69738,1.4,"Front-wheel Drive",3.5,0,0,7,12999
"Jeep","Wrangler Unlimited Sahara High Altitude",2020,17800,3.6,"Four-wheel Drive",2,0,0,10,49749
"Audi","Q3 45 S line Premium",2020,47812,2,"Four-wheel Drive",4,0,1,11,32767
"Mercedes-Benz","AMG CLS AMG CLS 63 S-Model 4MATIC",2016,33986,5.5,"Four-wheel Drive",4.5,0,0,8,50746
"Land","Rover Discovery HSE LUXURY",2018,62909,3,"Four-wheel Drive",3,1,1,11,33422
"Jeep","Grand Cherokee Limited",2018,62466,3.6,"Four-wheel Drive",4,0,0,7,26464
"Kia","Sportage LX",2022,34411,2.4,"Front-wheel Drive",3.5,0,1,5,22148
"Mazda","Mazda6 Touring",2021,46474,2.5,"Front-wheel Drive",4.5,0,1,10,24490
"Mitsubishi","Outlander Sport 2.0 SE",2022,16973,2,"Four-wheel Drive",2.5,1,1,8,21999
"FIAT","500L Trekking",2014,132158,1.4,"Front-wheel Drive",4,1,0,4,4500
"Mitsubishi","Outlander Sport ES",2013,106826,2,"Four-wheel Drive",3.5,0,0,4,8995
"BMW","M240 i xDrive",2019,44886,3,"Four-wheel Drive",4.5,1,1,9,30719
"Maserati","Levante S GranLusso",2019,29014,3,"Four-wheel Drive",3.5,0,1,13,51415
"Cadillac","Escalade Sport",2023,6797,6.2,"Four-wheel Drive",4.5,0,1,7,114983
"Alfa","Romeo Giulia Base",2019,20789,2,"Rear-wheel Drive",3,0,1,9,24943
"Alfa","Romeo Giulia Base",2020,17366,2,"Four-wheel Drive",3,0,0,9,30999
"Mitsubishi","Outlander PHEV SEL",2021,28080,2.4,"Four-wheel Drive",3.5,0,1,9,29473
"Lexus","IS 250 Base (A6)",2012,46000,2.5,"Rear-wheel Drive",2,0,0,0,19490
"Maserati","Ghibli S Q4 GranSport",2019,31032,3,"Four-wheel Drive",2,0,0,10,49400
"Honda","Accord Sport 1.5T",2020,50617,1.5,"Front-wheel Drive",3,1,1,9,25430
"Kia","Telluride SX",2021,49101,3.8,"Front-wheel Drive",2.5,0,1,15,45500
"Jeep","Renegade Latitude",2022,7450,1.3,"Four-wheel Drive",3.5,0,1,9,28058
"Lexus","UX 250h Base",2020,28186,2,"Four-wheel Drive",4.5,0,1,8,33250
"Porsche","Cayenne Platinum Edition",2014,48848,3.6,"Four-wheel Drive",4,0,0,4,30998
"Jeep","Grand Cherokee Limited",2020,61090,3.6,"Four-wheel Drive",3.5,0,1,10,27977
"FIAT","500 Lounge",2015,52843,1.4,"Front-wheel Drive",4.5,0,0,3,13990
"Maserati","Quattroporte S Q4 GranLusso",2018,59950,3,"Four-wheel Drive",3,0,0,11,44977
"Chevrolet","Cruze Limited 1LT",2016,99761,1.4,"Front-wheel Drive",6,1,0,2,11900
"Jaguar","F-TYPE S",2015,26526,3,"Rear-wheel Drive",2.5,0,0,6,36997
"Jeep","Gladiator Sport",2020,37591,3.6,"Four-wheel Drive",2,0,1,5,40989
"Maserati","GranTurismo Sport",2019,23001,4.7,"Rear-wheel Drive",3.5,0,0,9,81774
"Mazda","CX-5 Grand Touring",2020,24449,2.5,"Front-wheel Drive",3,0,1,10,28997
"MINI","Clubman John Cooper Works ALL4",2018,55096,2,"Four-wheel Drive",4.5,1,0,6,26362
"BMW","328 i xDrive",2013,145564,2,"Four-wheel Drive",4.5,0,0,1,8995
"Honda","Civic Sport",2020,58072,1.5,"Front-wheel Drive",4,0,1,9,24567
"Mitsubishi","Outlander Sport ES",2019,84812,2,"Four-wheel Drive",2,1,0,4,12985
"Porsche","911 Carrera S",2020,43316,3,"Rear-wheel Drive",3.5,0,0,9,117575
"Toyota","Avalon Hybrid Limited",2013,103065,2.5,"Front-wheel Drive",0.5,0,0,8,15755
"Lexus","NX 300h Base",2020,23546,2.5,"Four-wheel Drive",4.5,0,0,9,38385
"Ford","Expedition Max Platinum",2021,28021,3.5,"Four-wheel Drive",2.5,0,0,13,64989
"Mercedes-Benz","AMG C 43 Base 4MATIC",2020,29204,3,"Four-wheel Drive",4,0,0,8,49688
"Land","Rover Range Rover 5.0L V8 Supercharged",2019,61353,5,"Four-wheel Drive",2.5,0,1,10,54495
"Jeep","Wrangler Sport",2016,29842,3.6,"Four-wheel Drive",3.5,0,0,2,28995
"MINI","Hardtop Cooper S",2015,117482,2,"Front-wheel Drive",4,0,0,5,10990
"Volvo","C30 T5",2013,57171,2.5,"Front-wheel Drive",4,1,0,2,17998
"Kia","Sorento S",2021,27593,2.5,"Four-wheel Drive",3,0,1,6,35500
"Lexus","ES 350 Base",2019,46151,3.5,"Front-wheel Drive",1.5,1,1,10,30995
"Mazda","CX-30 2.5 Turbo Premium Package",2023,2452,2.5,"Four-wheel Drive",6,0,1,9,32949
"Jaguar","F-PACE 35t Prestige",2018,57748,3,"Four-wheel Drive",4,0,0,10,28720
"Toyota","Avalon XLE",2019,31387,3.5,"Front-wheel Drive",5,0,0,10,28448
"Chevrolet","Colorado Z71",2022,18958,3.6,"Four-wheel Drive",3.5,0,0,8,38828
"Audi","Q7 55 Prestige",2019,48791,3,"Four-wheel Drive",3,0,1,12,44688
"Audi","A7 3.0T Prestige",2018,43671,3,"Four-wheel Drive",4.5,0,0,9,36696
"Mitsubishi","Lancer Evolution GSR",2011,70167,2,"Four-wheel Drive",3,1,1,2,29291
"Porsche","Macan Base",2022,5424,2,"Four-wheel Drive",2,0,0,8,55981
"Maserati","Quattroporte S GranLusso",2020,16045,3,"Rear-wheel Drive",4,0,0,11,64986
"Volkswagen","Atlas 3.6 V6 SEL R-Line",2021,25409,3.6,"Four-wheel Drive",6,0,0,12,41488
"Mazda","Mazda6 Grand Touring",2020,35763,2.5,"Front-wheel Drive",3,0,1,7,25300
"Land","Rover Defender SE",2023,2028,3,"Four-wheel Drive",2.5,0,1,7,79999
"Honda","Pilot EX-L",2020,21437,3.5,"Four-wheel Drive",4,0,1,13,34338
"Porsche","Panamera 4",2019,32127,3,"Four-wheel Drive",3.5,0,0,10,68900
"Land","Rover Discovery HSE",2019,60151,3,"Four-wheel Drive",3,0,0,8,35700
"FIAT","500L Easy",2014,46957,1.4,"Front-wheel Drive",4,1,0,2,14295
"Hyundai","Tucson SEL",2023,3086,2.5,"Four-wheel Drive",2.5,0,1,9,32599
"Jaguar","F-PACE 25t Prestige",2020,44914,2,"Four-wheel Drive",3,0,0,11,36456
"Lexus","IS 350 F Sport",2022,6287,3.5,"Rear-wheel Drive",1.5,0,1,7,45246
"Jaguar","E-PACE Checkered Flag Edition",2020,33646,2,"Four-wheel Drive",3,1,1,9,36490
"Kia","Optima LX",2016,101986,2.4,"Front-wheel Drive",4,0,0,5,12201
"MINI","Countryman Cooper S",2023,2351,2,"Four-wheel Drive",4,0,0,7,42560
"Honda","Passport EX-L",2020,34675,3.5,"Four-wheel Drive",2.5,0,1,11,31231
"Kia","Sorento LX",2020,27485,2.4,"Front-wheel Drive",2.5,1,1,8,23889
"Mazda","CX-5 Sport",2016,111109,2.5,"Four-wheel Drive",3,1,0,3,14990
"Kia","Sorento LX",2017,49664,2.4,"Four-wheel Drive",3,0,0,4,18906
"Cadillac","XT5 Base",2017,99984,3.6,"Front-wheel Drive",2.5,1,0,8,17722
"MINI","Hardtop Cooper S",2014,35815,2,"Front-wheel Drive",4.5,1,1,5,18998
"Volkswagen","Passat 2.0T Wolfsburg",2019,37857,2,"Front-wheel Drive",3.5,0,1,7,19899
"Hyundai","Venue SEL",2023,4520,1.6,"Front-wheel Drive",2,0,1,4,21478
"MINI","Countryman John Cooper Works ALL4",2015,83704,1.6,"Four-wheel Drive",4,0,0,3,19970
"Audi","A5 2.0T Premium Plus quattro",2014,71464,2,"Four-wheel Drive",4.5,1,0,5,18721
"FIAT","500 Pop",2015,67349,1.4,"Front-wheel Drive",4.5,0,1,2,8498
"FIAT","500 Sport",2012,86701,1.4,"Front-wheel Drive",4,0,0,2,6950
"Jeep","Grand Cherokee Altitude",2020,15189,3.6,"Four-wheel Drive",3,1,1,8,33988
"Kia","Seltos S",2023,951,2,"Front-wheel Drive",3.5,1,1,6,27994
"Volkswagen","Tiguan 2.0T S",2018,61379,2,"Front-wheel Drive",5,0,0,5,15995
"FIAT","500 Pop",2018,33075,1.4,"Front-wheel Drive",2.5,0,0,4,15990
"Land","Rover Range Rover Velar S",2021,1431,2,"Four-wheel Drive",3,0,1,10,57990
"Alfa","Romeo Stelvio Ti",2019,31824,2,"Four-wheel Drive",4.5,0,1,9,31880
"Porsche","Cayenne Base",2008,125916,3.6,"Four-wheel Drive",2,0,0,9,10995
"Volvo","V60 Cross Country T5",2021,12404,2,"Four-wheel Drive",3.5,0,1,11,42500
"Kia","K5 GT-Line",2021,64168,1.6,"Front-wheel Drive",3,0,1,9,24957
"Jeep","Wrangler Unlimited Sahara",2020,26733,2,"Four-wheel Drive",4,0,1,8,44990
"Volvo","V90 Cross Country B6",2022,2998,2,"Four-wheel Drive",4,0,1,10,57969
"Chevrolet","Spark 1LT",2017,46665,1.4,"Front-wheel Drive",3.5,1,0,6,12800
"Jaguar","F-PACE 25t Checkered Flag Limited Edition",2020,12378,2,"Four-wheel Drive",3,0,1,10,43491
"Honda","Civic EX",2012,90748,1.8,"Front-wheel Drive",5.5,1,0,3,11992
"Honda","Pilot EX-L",2012,111435,3.5,"Four-wheel Drive",3.5,0,1,6,14900
"Jaguar","E-PACE P250 SE",2022,10195,2,"Four-wheel Drive",2.5,0,1,1,56942
